,cold,drought,genotoxic,heat,osmotic,salt,UVB,Wounding
At3g03470,0,0,0,0,1,1,0,0
At3g03480,1,1,1,0,1,0,0,0
At3g03520,0,0,0,1,0,1,0,0
At3g03610,0,0,0,0,0,0,1,0
At3g03640,0,1,0,0,0,0,0,1
At3g03830,0,0,0,1,0,0,0,0
At3g03840,1,0,0,1,0,0,0,0
At3g03900,0,0,0,0,0,1,0,0
At3g03950,0,0,0,1,0,0,0,0
At3g03990,0,0,0,0,0,0,0,1
At3g04000,0,0,0,1,0,0,0,0
At3g04010,1,0,0,0,1,0,1,1
At3g04060,0,0,0,0,1,0,0,0
At3g04200,0,1,0,0,0,0,0,0
At3g04210,0,0,0,0,0,0,1,0
At3g04220,0,0,0,0,0,0,1,0
At3g04230,0,0,0,0,0,0,1,0
At3g04240,0,0,0,0,1,0,0,0
At3g04570,0,0,0,1,0,0,0,0
At3g04580,0,0,0,0,0,0,1,0
At3g04605,0,0,0,1,0,0,0,0
At3g04620,0,1,0,0,1,0,1,0
At3g04640,1,1,0,0,1,0,1,1
At3g04710,0,0,0,1,0,0,1,0
At3g04720,0,0,0,0,1,0,0,0
At3g04770,0,0,0,0,0,0,1,0
At3g05030,0,0,0,1,1,1,0,0
At3g05120,0,1,0,0,0,0,0,0
At3g05200,0,0,0,0,0,0,1,0
At3g05320,0,0,0,0,0,0,1,1
At3g05340,0,0,0,0,0,1,0,0
At3g05360,0,0,0,0,0,0,1,0
At3g05370,1,0,0,0,0,0,1,0
At3g05490,0,0,0,1,0,0,0,0
At3g05500,0,0,0,0,0,0,0,1
At3g05630,0,0,0,0,1,1,0,0
At3g05640,0,1,0,0,1,1,0,1
At3g05650,0,1,0,0,1,1,1,1
At3g05660,0,1,0,0,1,1,1,1
At3g05690,0,0,0,1,0,0,0,0
At3g05800,1,1,0,0,1,0,1,1
At3g05810,0,0,0,1,0,0,0,0
At3g05820,0,0,0,0,1,0,0,0
At3g05880,0,0,0,0,0,1,0,1
At3g05890,0,1,0,0,1,1,0,1
At3g06020,0,0,0,0,0,0,0,1
At3g06035,0,0,0,0,0,0,0,1
At3g06180,0,0,0,1,0,0,0,0
At3g06190,0,0,0,1,0,0,0,0
At3g06210,0,0,0,1,0,0,0,0
At3g06220,0,0,0,0,0,0,1,0
At3g06400,0,0,0,1,0,0,0,0
At3g06420,0,0,0,1,0,0,0,0
At3g06490,0,0,0,0,0,0,0,1
At3g06500,0,1,0,0,1,1,1,1
At3g06520,0,1,0,0,0,0,0,0
At3g06540,0,0,0,1,0,0,1,0
At3g06610,0,0,0,1,0,0,0,0
At3g06660,0,0,0,1,0,0,0,0
At3g06780,0,0,1,1,1,0,0,0
At3g06790,0,0,0,1,0,0,0,0
At3g06800,0,0,0,0,1,0,0,0
At3g06890,0,0,0,0,0,0,1,1
At3g07050,0,0,0,0,0,0,1,0
At3g07090,0,0,0,1,0,0,0,0
At3g07130,0,0,0,1,0,0,0,0
At3g07150,0,0,0,1,0,0,0,0
At3g07210,0,0,0,1,0,0,0,0
At3g07240,1,0,0,0,0,0,0,0
At3g07360,0,0,0,0,1,1,0,0
At3g07390,1,1,0,0,0,0,0,1
At3g07450,0,0,0,0,0,0,1,0
At3g07590,0,0,0,1,0,0,0,0
At3g07610,0,0,0,0,0,0,1,0
At3g07650,1,0,0,1,0,0,0,0
At3g07770,0,0,0,1,0,0,0,0
At3g07800,0,0,1,0,0,0,1,0
At3g07860,0,0,0,1,0,0,0,0
At3g07870,0,0,0,1,0,0,0,0
At3g08030,0,0,0,0,0,0,1,0
At3g08590,0,0,0,1,0,0,1,0
At3g08660,0,0,0,0,0,0,0,1
At3g08670,0,1,1,0,0,0,0,0
At3g08690,0,0,0,1,0,0,0,0
At3g08710,0,0,0,0,0,0,1,0
At3g08720,0,1,0,0,1,0,1,1
At3g08760,0,0,0,0,0,0,1,0
At3g08810,0,0,0,0,0,0,1,0
At3g08860,0,0,0,0,1,1,0,0
At3g08870,0,1,0,0,1,1,1,0
At3g08950,0,0,0,0,0,0,1,0
At3g08970,0,0,0,1,0,0,0,0
At3g09000,0,0,0,0,0,0,1,0
At3g09010,0,0,0,0,0,0,1,0
At3g09020,0,0,0,0,1,0,1,0
At3g09085,0,0,0,1,0,0,0,0
At3g09350,0,0,0,1,0,0,1,0
At3g09370,0,0,0,1,0,0,0,0
At3g09410,0,0,0,0,1,0,1,0
At3g09440,0,0,0,1,0,0,1,0
At3g09460,0,0,0,1,0,0,0,0
At3g09480,0,0,0,0,0,0,1,0
At3g09490,0,0,0,0,1,0,1,0
At3g09520,1,0,0,0,0,0,1,0
At3g09540,0,0,0,0,0,1,0,1
At3g09640,0,0,0,1,0,0,0,0
At3g09650,0,0,0,0,0,0,1,0
At3g09700,0,0,0,1,0,0,0,0
At3g09720,0,0,0,1,0,0,0,0
At3g09830,0,1,0,0,1,0,1,1
At3g09870,0,0,0,0,1,0,1,1
At3g09910,0,0,0,0,0,1,0,0
At3g09940,0,1,0,0,1,0,1,1
At3g10020,0,0,0,1,0,0,0,0
At3g10030,0,0,0,1,0,0,0,0
At3g10120,0,0,0,1,0,0,0,0
At3g10150,0,0,0,1,0,0,0,0
At3g10260,0,1,0,0,0,0,0,1
At3g10300,1,0,0,0,1,0,1,1
At3g10340,0,0,0,0,1,1,0,0
At3g10420,0,0,0,0,1,1,0,0
At3g10500,0,0,0,0,1,0,1,0
At3g10530,0,0,0,1,0,0,1,0
At3g10580,0,0,0,0,0,0,0,1
At3g10640,0,0,0,1,0,0,1,0
At3g10650,0,0,0,1,0,0,0,0
At3g10720,0,0,0,0,0,0,0,1
At3g10800,0,0,0,1,0,0,0,0
At3g10910,0,0,0,0,1,1,0,0
At3g10930,0,0,0,0,0,0,1,1
At3g11010,0,0,0,0,1,0,1,0
At3g11020,1,0,0,1,0,0,1,0
At3g11080,0,0,0,0,0,0,1,0
At3g11320,0,0,0,0,0,0,1,0
At3g11410,1,1,0,0,1,1,0,0
At3g11420,0,1,0,0,1,1,1,1
At3g11480,0,1,0,0,1,0,0,1
At3g11580,1,1,0,1,1,0,1,1
At3g11600,0,0,0,1,0,0,0,0
At3g11650,0,0,0,0,0,0,0,1
At3g11690,0,0,0,1,1,1,0,0
At3g11820,0,1,0,0,1,0,1,1
At3g11840,0,1,0,0,1,0,1,1
At3g11850,0,0,0,0,0,0,1,0
At3g11860,0,0,0,1,0,0,0,0
At3g11980,0,0,0,0,0,0,1,0
At3g12040,0,0,0,0,1,0,1,0
At3g12050,0,0,0,1,0,0,0,0
At3g12270,0,0,0,0,0,0,1,0
At3g12300,0,0,0,1,0,0,0,0
At3g12340,0,0,0,0,0,0,1,0
At3g12510,0,0,0,1,1,0,1,1
At3g12520,0,0,0,0,0,1,0,0
At3g12580,0,0,0,1,0,0,1,0
At3g12740,0,0,0,0,1,0,1,0
At3g12760,0,0,0,1,0,0,0,0
At3g12830,0,0,0,0,0,0,1,0
At3g12860,0,0,0,0,0,0,1,0
At3g12910,0,1,0,0,1,0,1,0
At3g13050,0,0,0,0,0,0,1,1
At3g13090,0,0,0,0,0,0,1,0
At3g13100,0,0,0,0,0,0,1,1
At3g13110,0,0,0,0,0,0,0,1
At3g13130,0,0,0,0,0,1,0,0
At3g13150,0,0,0,0,0,0,1,0
At3g13220,0,0,0,0,0,0,1,0
At3g13230,0,0,0,1,0,0,1,0
At3g13240,0,0,0,1,0,0,0,0
At3g13310,1,0,0,1,0,0,0,0
At3g13330,0,0,0,0,1,0,1,0
At3g13380,0,0,1,0,0,0,1,0
At3g13430,0,0,0,0,0,0,1,0
At3g13470,0,0,0,1,0,0,0,0
At3g13610,0,0,0,0,0,0,1,0
At3g13620,0,0,0,0,1,1,0,0
At3g13650,0,0,0,0,1,0,0,1
At3g13672,0,0,0,0,1,1,1,0
At3g13720,0,0,0,0,1,0,0,0
At3g13860,0,0,0,1,0,0,0,0
At3g13910,0,0,0,0,1,0,1,1
At3g13940,0,0,0,0,0,0,1,0
At3g13950,0,0,0,0,1,0,1,0
At3g13980,0,0,0,1,0,0,0,0
At3g14050,1,1,0,0,1,1,1,1
At3g14067,0,1,0,0,1,1,0,0
At3g14200,0,0,0,1,0,0,0,1
At3g14280,0,0,0,0,1,0,0,0
At3g14360,0,0,0,0,1,1,0,0
At3g14440,1,1,0,0,1,1,1,1
At3g14490,0,1,0,0,0,0,0,0
At3g14560,0,0,0,0,1,1,0,0
At3g14595,0,0,0,0,1,1,0,0
At3g14620,0,0,0,1,0,0,0,0
At3g14700,0,0,0,0,0,0,1,0
At3g14710,0,0,0,0,0,0,1,0
At3g14720,0,0,0,0,0,0,0,1
At3g14780,0,0,0,0,0,0,0,1
At3g14990,0,0,0,0,0,0,1,0
At3g15200,0,0,0,0,0,0,0,1
At3g15210,1,1,0,0,1,1,1,1
At3g15260,0,0,0,0,0,0,1,0
At3g15300,0,0,0,0,1,1,0,0
At3g15350,0,0,0,0,1,1,0,0
At3g15352,0,0,0,0,0,0,1,0
At3g15400,0,0,0,0,0,0,1,0
At3g15530,1,0,0,0,0,0,0,0
At3g15600,1,0,0,0,0,0,0,0
At3g15605,0,0,0,1,0,0,0,0
At3g15670,0,0,0,0,1,1,0,0
At3g15720,0,1,0,0,0,0,0,1
At3g15760,0,0,0,0,0,0,1,1
At3g15770,0,0,0,1,0,0,0,0
At3g15780,0,0,0,1,0,0,0,0
At3g15790,0,1,0,0,0,1,0,0
At3g15990,0,0,0,0,1,1,1,0
At3g16050,0,0,0,1,0,0,0,0
At3g16150,1,0,0,0,0,0,0,0
At3g16175,0,0,0,0,0,0,1,0
At3g16320,0,0,0,0,1,0,0,0
At3g16330,0,0,0,0,0,0,1,1
At3g16350,0,0,0,0,0,0,1,1
At3g16390,0,1,0,0,0,0,0,0
At3g16460,0,1,0,0,0,0,0,0
At3g16470,0,1,0,0,0,0,0,1
At3g16530,0,0,0,0,1,0,0,0
At3g16690,0,0,0,0,0,0,0,1
At3g16720,1,0,0,0,1,0,1,1
At3g16800,0,0,0,0,0,0,0,1
At3g16810,0,0,0,0,0,0,1,0
At3g16860,1,1,0,0,0,0,1,1
At3g16940,0,0,0,0,1,1,0,0
At3g16990,0,0,0,0,1,1,0,0
At3g17000,0,0,0,0,1,1,0,0
At3g17030,0,1,0,1,0,0,0,0
At3g17110,0,0,0,1,0,0,0,0
At3g17120,0,1,0,0,0,0,0,1
At3g17130,0,1,0,1,0,1,0,1
At3g17330,0,0,0,1,0,0,0,0
At3g17410,0,0,0,0,0,0,1,0
At3g17465,0,0,0,1,0,0,0,0
At3g17520,0,0,0,0,1,1,0,0
At3g17610,0,0,0,0,0,0,1,0
At3g17615,0,0,0,1,0,0,0,0
At3g17640,1,1,0,0,0,0,0,0
At3g17690,0,1,0,0,1,0,1,1
At3g17700,0,0,0,0,1,0,1,0
At3g17740,0,0,0,1,0,0,0,0
At3g17770,0,0,0,0,1,1,0,0
At3g17790,0,0,0,0,1,1,0,0
At3g17800,1,0,0,0,0,0,1,1
At3g17810,0,1,0,0,1,1,0,1
At3g17860,0,1,0,0,0,0,0,1
At3g17980,0,1,0,0,0,0,1,0
At3g17990,0,0,0,0,0,1,0,0
At3g18000,0,0,0,0,0,1,0,0
At3g18100,0,0,0,0,0,0,1,0
At3g18200,0,0,0,1,0,0,0,0
At3g18295,0,0,0,0,0,0,1,1
At3g18300,0,0,0,0,0,0,1,0
At3g18370,0,0,0,0,1,0,0,0
At3g18440,0,0,0,0,0,0,1,0
At3g18490,0,1,0,0,0,0,0,0
At3g18690,0,0,0,0,1,0,1,1
At3g18710,0,0,0,1,1,0,1,0
At3g18830,0,0,0,0,1,0,1,0
At3g18920,0,0,0,0,0,0,1,0
At3g18970,1,0,0,0,0,0,0,0
At3g19010,0,0,0,0,1,0,1,0
At3g19030,0,0,0,0,0,0,1,0
At3g19130,0,0,0,0,0,0,0,1
At3g19240,0,0,0,0,0,0,0,1
At3g19260,0,0,0,0,1,0,1,0
At3g19270,0,0,0,1,0,0,0,1
At3g19290,0,0,0,0,1,1,0,0
At3g19380,1,1,0,0,0,0,1,0
At3g19440,0,0,0,0,0,0,1,0
At3g19550,0,0,0,0,0,0,1,0
At3g19580,0,1,0,0,1,1,1,1
At3g19620,0,0,0,1,0,0,1,0
At3g19860,0,0,0,1,0,0,0,0
At3g19930,0,0,0,0,1,0,0,0
At3g19970,0,1,0,0,0,0,1,1
At3g20180,0,0,0,1,0,0,1,0
At3g20250,0,0,0,0,1,1,0,0
At3g20300,0,0,0,0,1,1,0,0
At3g20410,0,0,0,0,0,0,1,0
At3g20470,0,0,0,1,0,0,0,0
At3g20490,0,0,1,0,0,0,0,0
At3g20500,1,0,0,0,1,0,0,1
At3g20510,0,0,0,0,1,0,1,1
At3g20590,1,0,0,0,1,0,1,1
At3g20630,0,1,0,0,0,0,0,0
At3g20830,0,0,0,1,0,0,0,0
At3g20860,0,0,0,0,0,0,1,0
At3g21060,0,0,0,1,0,0,0,0
At3g21070,0,1,0,0,0,0,1,1
At3g21080,0,0,0,0,0,0,1,0
At3g21140,0,0,0,0,0,0,1,0
At3g21220,0,0,0,0,0,0,1,0
At3g21230,0,0,0,0,0,0,0,1
At3g21240,0,0,0,0,1,1,0,0
At3g21310,0,0,0,0,0,0,1,0
At3g21350,0,0,0,1,0,0,0,0
At3g21520,0,0,0,0,1,0,1,0
At3g21540,0,0,0,0,0,0,1,0
At3g21630,0,0,0,0,1,0,1,0
At3g21660,0,1,0,1,0,0,0,0
At3g21700,0,1,0,0,1,1,1,0
At3g21750,0,0,0,0,1,0,0,0
At3g21760,0,0,1,0,0,0,0,0
At3g21780,0,0,0,0,1,0,1,0
At3g21890,1,1,0,0,1,1,1,0
At3g22060,0,0,0,0,0,0,1,0
At3g22090,0,0,0,1,0,0,0,0
At3g22160,0,0,0,0,0,0,1,0
At3g22260,0,0,0,0,0,0,1,1
At3g22290,0,0,0,0,0,0,0,1
At3g22310,0,0,0,0,0,0,1,0
At3g22370,0,0,0,1,1,1,1,0
At3g22400,0,1,0,0,0,0,1,0
At3g22540,1,0,0,0,0,0,0,0
At3g22660,0,0,0,0,0,0,1,0
At3g22740,0,0,0,0,0,0,0,1
At3g22830,0,0,0,0,1,1,0,0
At3g22840,0,0,0,1,0,0,1,0
At3g22850,0,0,0,0,0,0,1,0
At3g22910,0,0,0,0,1,0,1,1
At3g22930,0,0,0,0,0,0,1,0
At3g23010,0,0,1,0,0,0,1,0
At3g23030,0,0,0,1,0,0,0,0
At3g23080,0,0,0,1,0,0,0,0
At3g23110,0,0,0,0,1,0,1,0
At3g23150,0,0,0,1,0,0,0,0
At3g23170,1,1,0,0,0,0,1,1
At3g23210,0,0,0,0,0,0,1,0
At3g23220,0,0,0,0,0,0,1,0
At3g23230,0,1,0,0,1,0,1,1
At3g23240,0,0,0,0,0,0,1,0
At3g23250,0,0,0,0,0,0,1,1
At3g23550,0,0,0,0,1,0,1,0
At3g23570,0,1,0,0,0,0,0,0
At3g23770,0,0,0,0,0,0,1,0
At3g23820,0,0,0,0,0,0,0,1
At3g23920,0,1,0,0,1,1,0,0
At3g23990,0,0,0,1,0,0,0,0
At3g24080,0,0,0,0,0,0,1,0
At3g24090,0,0,0,0,1,0,1,0
At3g24100,0,0,0,1,0,0,0,0
At3g24500,0,0,0,1,0,0,0,0
At3g24503,0,0,0,0,1,0,0,0
At3g24520,1,1,0,0,1,1,0,1
At3g24530,0,0,0,0,0,0,1,0
At3g24550,0,0,0,0,0,0,0,1
At3g24680,1,0,0,0,0,0,0,0
At3g24720,0,0,0,1,0,0,0,0
At3g24750,0,0,0,0,0,0,1,0
At3g24840,0,0,0,0,1,1,0,0
At3g24954,0,0,0,0,0,0,1,1
At3g25010,0,0,0,0,0,0,1,0
At3g25110,0,0,0,1,0,0,0,0
At3g25120,0,0,0,1,0,0,0,0
At3g25140,0,0,0,0,0,0,0,1
At3g25180,0,1,0,0,0,0,0,1
At3g25230,0,0,0,1,0,0,0,0
At3g25250,0,0,0,0,1,0,1,1
At3g25400,0,0,0,0,1,1,0,1
At3g25600,0,0,0,0,0,0,1,0
At3g25610,0,0,0,0,1,0,1,1
At3g25640,0,0,0,0,0,0,0,1
At3g25650,0,0,0,1,0,0,0,0
At3g25655,0,0,0,0,0,0,1,0
At3g25710,1,0,0,0,0,0,0,0
At3g25730,0,0,0,0,0,0,0,1
At3g25760,0,1,0,0,1,0,0,1
At3g25780,0,1,0,0,1,0,1,1
At3g25870,0,0,0,0,1,0,0,1
At3g25890,0,0,0,1,0,0,0,0
At3g25940,0,0,0,1,0,0,0,0
At3g25990,0,1,0,0,0,0,0,0
At3g26020,0,0,0,0,0,0,1,0
At3g26040,0,0,0,0,0,0,1,0
At3g26090,0,0,0,0,0,0,1,0
At3g26210,0,0,0,0,1,0,1,0
At3g26290,0,0,0,0,1,1,0,0
At3g26330,0,1,0,0,0,0,0,0
At3g26350,0,0,0,1,0,0,0,0
At3g26410,0,0,0,0,0,0,1,0
At3g26430,0,0,0,0,1,0,0,0
At3g26450,0,0,0,1,0,0,0,0
At3g26470,0,0,0,0,0,0,1,0
At3g26600,0,0,0,0,0,0,1,0
At3g26670,0,0,0,0,0,0,1,0
At3g26680,0,0,0,0,0,0,1,0
At3g26830,0,0,0,0,1,0,1,0
At3g26840,0,1,0,0,1,0,1,1
At3g26850,0,0,0,0,0,0,1,0
At3g26910,0,1,0,0,1,0,1,0
At3g26932,0,0,0,1,0,0,0,0
At3g26960,0,0,0,1,0,0,0,0
At3g26970,0,0,0,0,0,0,1,1
At3g26980,0,0,0,0,0,0,1,1
At3g27010,0,0,0,0,0,0,1,0
At3g27060,0,0,1,0,0,0,0,0
At3g27100,0,0,0,1,0,0,0,0
At3g27170,0,0,0,0,0,0,0,1
At3g27210,1,1,0,0,1,1,0,1
At3g27270,0,1,0,0,1,1,0,0
At3g27280,0,0,0,1,0,0,1,0
At3g27330,0,0,0,0,0,0,1,0
At3g27540,1,0,0,0,0,0,0,1
At3g27550,0,0,0,1,0,0,1,0
At3g27660,0,0,0,0,0,0,0,1
At3g27870,0,0,0,0,1,1,0,0
At3g27880,1,0,0,0,0,0,0,0
At3g27960,0,0,0,0,0,0,0,1
At3g28007,0,1,0,0,1,1,0,0
At3g28140,0,0,0,1,0,0,0,0
At3g28210,0,0,0,0,0,0,1,1
At3g28220,0,1,0,0,0,0,0,1
At3g28270,0,1,0,0,0,0,0,0
At3g28290,0,1,0,0,0,0,0,1
At3g28340,1,1,0,0,1,0,1,1
At3g28440,0,0,0,1,0,0,0,0
At3g28450,0,0,0,0,0,0,1,0
At3g28500,0,0,0,0,0,0,1,0
At3g28530,0,0,0,0,1,1,0,0
At3g28580,0,0,0,0,0,0,1,0
At3g28600,0,0,0,0,0,0,0,1
At3g28850,1,0,0,0,0,0,1,1
At3g28930,0,0,0,0,1,0,1,0
At3g28940,0,0,0,0,1,0,1,0
At3g29010,0,0,0,0,0,0,1,0
At3g29030,0,1,0,1,0,0,0,0
At3g29075,0,0,0,0,0,0,1,0
At3g29250,0,0,0,0,0,0,1,0
At3g29400,0,0,0,0,0,0,1,0
At3g29575,0,1,0,0,1,1,1,1
At3g29590,0,1,0,0,0,0,0,0
At3g29670,0,0,1,1,0,0,0,0
At3g29720,0,0,0,1,0,0,0,0
At3g29810,0,0,0,1,0,0,0,0
At3g30140,0,0,0,1,0,0,0,0
At3g30300,0,0,0,0,0,1,0,0
At3g30340,0,0,0,0,0,0,0,1
At3g30460,0,0,0,0,0,0,1,0
At3g30730,1,0,0,0,0,0,0,0
At3g31380,1,0,0,0,0,0,0,0
At3g31410,1,0,0,0,0,0,0,0
At3g31900,0,0,0,1,0,0,0,0
At3g32920,0,0,0,0,0,0,1,0
At3g42350,1,0,0,0,0,0,0,0
At3g42500,1,0,0,0,0,0,0,0
At3g42570,0,0,0,0,0,1,0,0
At3g42640,0,0,0,1,0,0,0,0
At3g42860,0,0,1,0,0,0,0,0
At3g42960,0,0,0,0,0,0,1,0
At3g43160,0,0,0,1,0,0,1,0
At3g43210,0,0,0,0,1,1,0,0
At3g43250,0,0,0,0,0,0,1,1
At3g43400,0,0,0,1,0,0,0,0
At3g43510,0,0,0,0,0,0,1,0
At3g44110,0,0,0,1,0,0,0,0
At3g44190,0,0,0,0,0,0,0,1
At3g44260,1,1,0,0,1,0,1,1
At3g44400,0,1,0,0,1,0,1,1
At3g44450,0,0,0,0,0,0,1,0
At3g44610,1,0,0,0,0,0,0,0
At3g44630,0,0,0,0,0,0,1,0
At3g44720,0,0,0,0,0,0,1,0
At3g44735,0,0,0,0,0,1,0,1
At3g44830,0,0,0,0,0,0,1,0
At3g44850,0,0,0,0,0,0,1,0
At3g44860,0,1,0,0,1,1,1,1
At3g44880,0,0,0,0,1,1,0,0
At3g45040,0,0,0,0,0,0,0,1
At3g45140,0,1,0,0,1,0,0,1
At3g45210,0,0,0,1,0,0,0,0
At3g45290,0,0,0,0,1,0,0,0
At3g45420,0,0,0,1,0,0,0,0
At3g45610,0,0,0,1,0,0,0,0
At3g45620,0,0,0,0,1,0,1,0
At3g45640,0,0,0,0,1,0,1,1
At3g45650,0,1,0,0,0,0,1,0
At3g45730,0,0,1,0,0,0,1,0
At3g45810,1,0,0,0,0,0,0,0
At3g45860,0,0,1,0,0,0,1,0
At3g45960,0,1,0,0,0,0,0,0
At3g45970,0,0,0,1,0,0,0,0
At3g46110,0,0,0,0,1,0,1,1
At3g46230,0,0,0,1,0,0,0,0
At3g46450,0,0,0,0,0,1,0,0
At3g46460,0,0,0,1,0,0,0,0
At3g46540,0,0,0,1,0,0,0,0
At3g46600,0,0,0,0,0,0,1,0
At3g46620,1,1,0,0,1,0,1,1
At3g46640,0,0,0,1,0,0,0,0
At3g46660,0,0,0,0,1,0,1,1
At3g46690,0,0,0,0,0,0,1,0
At3g46930,1,0,0,0,1,0,1,1
At3g47080,0,1,0,0,1,0,0,0
At3g47090,0,1,0,0,1,1,1,0
At3g47160,0,0,0,1,1,0,0,0
At3g47295,0,0,0,0,0,1,0,0
At3g47380,0,0,0,0,0,0,0,1
At3g47400,0,1,0,1,0,0,0,0
At3g47420,0,0,0,0,0,0,0,1
At3g47480,0,0,0,0,0,0,1,0
At3g47510,0,0,0,1,0,0,0,1
At3g47540,0,1,0,1,0,0,1,0
At3g47550,0,0,0,1,0,0,1,0
At3g47570,0,0,0,0,0,0,1,1
At3g47660,0,1,0,0,0,0,0,0
At3g47680,0,0,0,1,0,0,0,0
At3g47780,0,0,0,0,0,0,1,1
At3g47800,0,0,0,0,1,0,0,0
At3g47950,0,0,0,0,0,0,1,0
At3g47960,0,0,0,0,0,0,0,1
At3g48020,0,0,0,0,1,0,0,0
At3g48070,0,0,0,1,0,0,0,0
At3g48080,0,0,0,0,0,0,1,0
At3g48090,0,1,0,0,1,0,1,0
At3g48100,1,1,0,0,0,0,1,0
At3g48250,0,0,0,1,0,0,1,0
At3g48350,0,1,0,0,0,1,0,0
At3g48450,0,1,0,0,0,0,1,1
At3g48510,1,1,0,1,1,1,0,0
At3g48520,1,1,0,0,1,0,0,1
At3g48640,0,0,0,0,0,0,1,0
At3g48650,0,0,0,0,1,0,1,1
At3g48790,0,0,0,0,0,0,1,0
At3g48850,0,0,0,0,1,0,1,0
At3g48880,0,0,0,1,0,0,0,0
At3g48890,0,0,0,0,1,0,0,0
At3g49120,0,0,0,0,1,0,1,0
At3g49130,0,0,0,0,0,0,0,1
At3g49160,0,0,0,1,0,0,1,0
At3g49210,0,0,0,0,1,0,0,0
At3g49220,0,0,0,0,0,0,0,1
At3g49240,0,0,0,1,0,0,1,0
At3g49320,0,0,0,1,0,0,1,0
At3g49530,1,1,0,0,1,0,1,1
At3g49580,0,0,0,0,1,1,0,0
At3g49590,0,0,0,1,1,0,0,0
At3g49620,0,0,0,0,1,0,1,1
At3g49650,0,0,0,1,0,0,0,0
At3g49660,0,0,0,1,0,0,0,0
At3g49790,0,0,0,1,0,0,0,0
At3g49810,0,0,0,1,0,0,0,0
At3g50060,0,0,0,0,0,0,0,1
At3g50260,1,1,0,0,1,0,1,1
At3g50280,0,1,0,0,0,0,1,1
At3g50310,1,0,0,0,0,0,0,0
At3g50340,0,1,0,0,0,0,0,0
At3g50410,0,0,0,1,0,0,0,0
At3g50480,0,0,0,0,0,0,1,0
At3g50500,0,0,0,1,0,0,0,0
At3g50570,0,0,0,1,0,0,0,0
At3g50620,0,0,0,1,0,0,0,1
At3g50650,0,0,1,1,0,0,0,0
At3g50700,0,0,0,1,0,0,0,0
At3g50740,0,0,0,0,1,0,0,0
At3g50760,1,1,0,1,1,1,1,1
At3g50770,0,0,0,0,0,0,1,1
At3g50890,0,1,1,1,0,0,0,0
At3g50900,0,0,0,0,1,0,1,1
At3g50910,0,0,0,0,0,0,1,1
At3g50930,1,1,0,0,1,0,1,1
At3g50950,0,1,0,0,1,0,1,1
At3g50970,1,1,0,0,1,1,0,1
At3g51000,0,0,0,0,1,1,0,0
At3g51090,0,1,0,0,1,1,0,1
At3g51130,0,0,0,0,1,1,0,0
At3g51180,0,0,0,0,0,0,1,0
At3g51240,0,0,0,0,0,0,1,0
At3g51430,0,0,0,0,1,0,1,0
At3g51440,0,0,0,0,1,0,1,0
At3g51450,0,1,0,0,1,0,1,1
At3g51490,0,0,0,1,0,0,0,0
At3g51500,0,0,0,1,0,0,0,0
At3g51520,0,0,0,1,0,0,0,0
At3g51660,1,0,0,0,0,0,1,1
At3g51790,0,0,0,1,0,0,1,0
At3g51810,0,0,0,0,0,1,0,0
At3g51890,0,0,0,0,1,0,1,0
At3g51895,0,1,0,0,0,1,0,0
At3g51910,0,0,0,1,0,0,0,0
At3g51970,0,0,0,0,0,0,1,1
At3g52130,0,0,0,0,0,0,1,0
At3g52310,0,1,0,0,1,0,0,0
At3g52400,1,1,0,0,1,0,1,1
At3g52430,0,0,0,0,1,0,1,1
At3g52450,0,0,0,0,0,0,1,1
At3g52470,0,0,0,0,0,0,0,1
At3g52490,0,0,0,0,0,0,1,0
At3g52500,0,0,0,0,0,0,0,1
At3g52710,1,1,0,0,0,0,0,1
At3g52720,1,0,0,0,0,0,0,0
At3g52740,0,0,0,0,0,0,1,0
At3g52800,1,0,0,0,1,0,1,1
At3g52870,0,1,0,0,0,0,1,0
At3g52950,0,0,0,0,0,0,1,0
At3g53150,0,0,0,1,0,0,0,0
At3g53180,0,0,0,0,1,0,0,0
At3g53230,0,0,0,1,0,0,1,0
At3g53310,0,0,0,0,0,0,1,0
At3g53400,0,0,0,0,1,1,1,0
At3g53600,0,0,0,0,0,0,1,0
At3g53630,0,0,0,1,0,0,0,0
At3g53660,0,0,0,0,0,0,1,0
At3g53670,0,0,0,0,1,0,1,0
At3g53800,0,0,1,1,0,0,0,0
At3g53810,0,0,0,0,0,0,1,0
At3g53940,0,0,0,1,0,0,1,0
At3g53960,0,1,0,0,1,0,0,1
At3g53970,0,0,0,1,0,0,0,0
At3g53980,0,0,0,0,0,1,0,0
At3g53990,0,0,0,0,0,0,1,0
At3g54000,1,1,0,1,0,0,0,1
At3g54030,0,0,0,0,0,1,0,1
At3g54100,0,0,0,0,0,0,1,0
At3g54140,0,0,0,0,0,0,0,1
At3g54150,0,0,0,0,0,0,1,0
At3g54200,0,0,0,0,1,1,0,1
At3g54330,0,0,0,1,1,0,0,1
At3g54340,0,0,0,0,0,0,1,0
At3g54380,0,0,0,1,0,0,0,0
At3g54390,0,0,0,0,1,1,0,0
At3g54420,0,0,0,0,0,0,1,1
At3g54520,0,0,0,0,0,0,1,0
At3g54640,0,0,0,0,1,0,1,0
At3g54680,0,0,0,0,1,1,0,0
At3g54810,0,0,0,0,0,0,0,1
At3g54820,0,0,0,1,0,1,0,0
At3g54850,0,0,0,1,0,0,0,0
