,cold,drought,genotoxic,heat,osmotic,salt,UVB,Wounding
At1g49520,0,0,0,0,0,0,0,1
At1g49530,0,1,0,1,0,0,0,1
At1g49560,0,0,0,1,0,0,0,0
At1g49590,0,0,0,1,0,0,0,0
At1g49620,0,0,0,1,0,0,0,0
At1g49650,0,1,0,0,0,0,0,0
At1g49660,0,0,0,0,0,0,1,0
At1g49710,0,0,0,1,0,0,0,0
At1g49720,0,0,0,0,0,1,0,0
At1g49840,1,0,0,0,0,0,0,0
At1g50260,0,0,0,0,1,0,0,0
At1g50280,0,0,0,1,0,1,0,0
At1g50400,0,0,0,0,0,0,1,0
At1g50440,0,0,0,0,0,0,1,0
At1g50460,0,0,0,0,0,0,0,1
At1g50640,0,1,0,0,0,0,1,0
At1g50740,1,1,0,0,1,0,1,1
At1g51090,1,1,0,0,1,1,1,1
At1g51140,1,1,0,0,1,1,0,0
At1g51270,0,0,0,0,0,0,1,0
At1g51280,0,0,0,0,0,0,1,0
At1g51340,0,0,0,1,0,0,0,0
At1g51360,0,0,0,1,0,0,0,0
At1g51380,0,0,0,1,0,0,1,0
At1g51440,0,1,0,0,1,1,0,0
At1g51620,0,0,0,0,0,0,1,0
At1g51660,0,1,0,0,1,0,1,1
At1g51670,0,0,0,0,1,0,1,0
At1g51700,1,1,0,0,1,0,1,0
At1g51780,0,1,0,0,1,0,1,1
At1g51820,0,0,0,0,0,0,0,1
At1g51890,0,0,0,0,1,0,1,0
At1g51920,0,0,0,0,1,0,1,0
At1g52000,0,1,0,0,0,0,1,1
At1g52040,0,1,0,0,0,0,0,1
At1g52080,0,0,0,0,1,1,0,0
At1g52160,0,0,0,0,0,0,1,0
At1g52200,0,0,0,0,0,0,1,0
At1g52410,0,1,0,0,0,0,0,1
At1g52560,0,0,0,1,0,0,0,0
At1g52690,0,0,0,0,1,1,0,0
At1g52720,0,1,0,0,1,0,0,1
At1g52770,0,1,0,0,1,0,0,0
At1g52800,0,0,0,0,0,1,0,0
At1g52830,1,0,0,1,0,0,1,1
At1g52870,0,0,0,1,0,0,0,0
At1g52880,0,1,0,0,1,1,0,0
At1g52890,1,1,0,0,1,1,1,1
At1g53035,1,0,0,0,0,0,0,1
At1g53080,0,0,0,0,1,0,0,0
At1g53110,0,0,0,0,1,0,1,0
At1g53170,0,1,0,0,1,1,1,0
At1g53200,0,0,0,1,0,0,0,0
At1g53210,0,0,0,0,0,0,0,1
At1g53300,0,1,0,0,0,0,0,0
At1g53310,0,0,0,0,1,0,0,0
At1g53430,0,0,0,0,0,0,1,1
At1g53440,0,0,0,0,0,0,1,0
At1g53540,0,0,0,1,0,0,0,1
At1g53580,0,0,0,0,1,0,0,0
At1g53590,0,0,0,1,0,0,0,0
At1g53680,0,0,0,0,0,0,1,0
At1g53720,0,0,0,1,0,0,0,0
At1g53730,0,0,0,1,0,0,0,0
At1g53840,0,0,0,0,0,0,0,1
At1g53885,0,1,0,0,1,0,0,1
At1g53920,0,0,0,0,0,0,0,1
At1g54010,0,1,0,0,0,0,0,0
At1g54020,0,1,0,0,0,0,1,1
At1g54030,0,1,0,0,0,0,0,0
At1g54040,1,1,0,0,0,0,0,1
At1g54050,0,0,0,1,0,0,0,0
At1g54090,0,0,0,0,0,0,1,0
At1g54100,0,0,0,0,1,1,0,0
At1g54120,0,0,0,0,1,1,0,0
At1g54160,0,0,0,0,1,1,0,0
At1g54210,0,0,0,1,0,0,0,0
At1g55020,0,1,0,0,0,0,0,0
At1g55110,0,0,0,0,1,0,0,0
At1g55120,0,0,0,0,0,0,0,1
At1g55210,0,0,0,0,0,0,1,0
At1g55265,0,0,0,0,1,0,0,0
At1g55300,0,0,0,1,0,0,0,0
At1g55310,0,0,0,1,0,0,0,0
At1g55450,0,0,0,0,0,0,1,1
At1g55460,0,0,0,0,0,0,1,0
At1g55500,0,0,0,0,0,0,1,0
At1g55530,0,0,0,1,0,0,0,0
At1g55690,0,0,0,0,0,0,0,1
At1g55760,0,0,0,0,1,1,0,0
At1g55805,0,0,0,1,0,0,0,0
At1g55820,0,0,0,1,0,0,0,0
At1g55920,0,0,0,0,0,0,1,0
At1g55950,0,1,0,0,0,0,0,0
At1g56060,0,1,0,0,1,0,1,1
At1g56090,0,0,0,1,0,0,0,0
At1g56120,0,0,0,0,0,0,1,1
At1g56150,0,0,0,0,0,0,1,0
At1g56170,0,1,0,1,1,1,0,0
At1g56300,0,0,0,1,0,0,1,1
At1g56345,0,0,0,0,0,0,1,0
At1g56440,0,0,0,1,0,0,0,0
At1g56510,0,0,0,0,0,0,1,1
At1g56520,0,0,0,0,0,0,1,1
At1g56530,1,0,0,0,0,0,0,0
At1g56540,0,1,0,0,0,0,1,1
At1g56580,0,0,0,0,0,1,0,0
At1g56600,0,1,0,1,1,1,0,0
At1g56610,0,0,0,0,1,0,0,0
At1g56650,0,1,0,0,1,1,1,1
At1g56660,1,0,0,0,0,0,0,1
At1g56710,1,1,0,1,0,0,1,0
At1g57560,0,0,0,0,0,0,1,0
At1g57590,0,0,0,0,1,1,0,0
At1g57630,0,0,0,0,1,0,1,1
At1g57650,0,0,0,0,0,0,1,0
At1g57750,0,0,0,0,0,0,1,0
At1g57820,0,0,0,1,0,0,0,0
At1g57850,0,0,0,0,0,0,0,1
At1g57990,1,0,0,0,0,0,1,0
At1g58150,0,0,0,1,0,0,0,0
At1g58170,0,0,0,1,0,0,0,0
At1g58200,0,1,0,0,0,0,0,1
At1g58210,1,0,0,0,0,0,0,0
At1g58220,0,0,0,1,0,0,0,0
At1g58270,0,1,0,0,1,1,0,0
At1g58340,0,0,0,0,0,1,0,0
At1g58360,0,1,0,0,0,0,0,0
At1g58420,1,1,0,0,1,0,1,1
At1g58430,0,0,0,0,0,0,1,0
At1g58470,0,0,0,1,0,0,0,0
At1g59540,0,0,0,0,0,0,1,0
At1g59590,0,0,0,0,0,0,1,0
At1g59620,0,0,0,0,1,0,0,0
At1g59640,0,0,0,0,1,1,0,0
At1g59660,0,0,1,0,0,0,0,0
At1g59740,0,0,0,0,0,0,1,1
At1g59850,0,0,0,0,0,0,1,0
At1g59860,0,0,0,1,0,0,1,0
At1g59870,0,0,0,0,1,0,1,1
At1g59910,1,0,0,0,0,0,0,1
At1g59950,0,0,0,0,1,0,0,0
At1g59980,0,0,0,1,0,0,0,0
At1g60030,0,0,0,0,0,0,1,0
At1g60040,1,0,0,0,0,0,0,0
At1g60140,0,0,0,0,0,0,0,1
At1g60190,1,1,0,0,1,1,1,1
At1g60210,0,0,0,1,0,0,0,0
At1g60260,0,0,0,0,0,0,0,1
At1g60270,0,1,0,0,0,0,0,1
At1g60300,1,0,0,1,0,0,0,0
At1g60650,0,0,0,1,0,0,0,0
At1g60850,0,0,0,0,0,0,1,0
At1g60960,0,0,0,1,0,0,0,1
At1g60970,0,0,0,1,0,0,0,0
At1g61065,0,0,0,0,0,0,0,1
At1g61070,0,0,0,0,0,0,1,0
At1g61120,0,1,0,0,1,0,1,1
At1g61140,0,0,0,0,0,0,1,0
At1g61240,0,0,1,0,0,0,0,0
At1g61250,0,0,0,0,1,0,1,0
At1g61260,0,0,0,1,0,0,1,0
At1g61280,0,0,0,0,0,0,1,0
At1g61340,1,1,0,1,1,1,1,1
At1g61360,0,0,0,0,1,0,1,0
At1g61370,0,0,0,0,1,0,1,0
At1g61380,0,0,0,0,0,0,1,0
At1g61400,0,0,0,0,0,0,1,0
At1g61420,0,0,0,0,1,0,1,0
At1g61560,0,0,0,0,1,0,1,0
At1g61580,0,0,0,1,0,0,0,0
At1g61610,0,1,0,0,0,0,1,1
At1g61620,0,0,0,1,0,0,0,0
At1g61640,0,0,0,1,0,0,1,0
At1g61660,0,1,0,0,0,0,0,0
At1g61667,0,0,0,0,0,0,0,1
At1g61800,1,1,0,0,1,0,1,0
At1g61890,0,1,0,0,1,1,1,1
At1g61930,0,0,0,0,0,0,0,1
At1g62300,0,0,0,0,0,0,1,0
At1g62320,0,0,0,0,0,0,0,1
At1g62420,0,0,0,0,0,0,1,0
At1g62540,0,1,0,0,1,1,0,0
At1g62570,0,1,0,0,1,1,0,1
At1g62610,0,0,0,0,1,1,0,0
At1g62620,0,0,0,0,0,1,0,0
At1g62660,0,1,0,0,0,0,0,0
At1g62710,0,0,0,0,1,1,0,1
At1g62730,0,0,0,1,0,0,1,0
At1g62740,0,0,0,1,0,0,0,0
At1g62763,0,0,0,1,0,0,0,0
At1g62790,0,0,0,0,0,0,0,1
At1g62810,0,0,0,0,1,1,0,0
At1g62840,0,0,0,0,1,0,1,1
At1g62940,0,0,0,0,0,0,1,0
At1g63010,0,0,0,0,1,0,0,0
At1g63030,0,0,0,0,0,0,0,1
At1g63040,0,0,0,0,0,0,0,1
At1g63350,0,0,0,0,0,0,1,0
At1g63420,0,0,0,0,0,1,0,0
At1g63430,0,0,0,1,0,0,0,0
At1g63500,0,0,0,0,0,0,0,1
At1g63530,0,0,0,0,0,0,1,0
At1g63580,0,0,0,0,0,0,1,0
At1g63720,0,0,0,0,1,0,1,1
At1g63750,0,0,0,0,0,0,0,1
At1g63780,0,0,0,1,0,0,0,0
At1g63830,0,1,0,0,0,0,1,1
At1g63840,0,0,0,0,0,0,1,0
At1g63870,0,0,0,1,0,0,0,0
At1g64105,0,0,0,0,0,0,1,0
At1g64110,0,0,0,0,0,1,0,0
At1g64200,0,1,0,1,0,0,0,1
At1g64220,0,0,0,1,0,0,1,0
At1g64280,0,0,0,0,0,0,1,0
At1g64290,0,0,0,0,0,0,1,0
At1g64360,0,0,0,0,0,0,1,0
At1g64380,0,1,0,0,1,1,1,1
At1g64390,0,1,0,1,0,1,0,0
At1g64460,1,0,0,0,0,0,0,0
At1g64560,1,0,0,0,0,0,0,0
At1g64600,0,0,0,1,0,0,0,0
At1g64610,0,0,0,0,0,0,1,0
At1g64660,0,0,0,0,1,1,0,0
At1g64700,0,0,0,0,0,0,1,1
At1g64710,0,0,0,0,1,1,1,0
At1g64890,0,1,0,0,1,1,0,1
At1g64900,0,0,0,0,0,0,1,0
At1g64950,0,0,0,0,1,0,0,0
At1g64970,0,0,0,0,0,1,0,0
At1g65040,0,0,0,1,0,0,0,0
At1g65390,1,0,0,0,0,0,1,1
At1g65400,1,0,0,0,0,0,1,1
At1g65480,0,0,0,0,0,0,1,0
At1g65510,0,0,0,0,0,0,1,0
At1g65520,0,0,0,0,0,0,1,0
At1g65560,0,0,0,0,0,0,0,1
At1g65630,1,0,0,0,0,0,0,0
At1g65660,0,0,0,1,0,0,0,0
At1g65690,0,0,0,0,1,0,0,0
At1g65820,0,0,0,0,0,0,1,0
At1g65860,0,0,0,0,0,0,0,1
At1g65870,0,0,0,0,0,0,1,0
At1g65890,0,1,0,0,0,0,0,1
At1g65980,0,0,0,1,0,0,0,0
At1g66080,0,0,0,1,0,0,0,0
At1g66090,0,0,0,0,1,0,1,1
At1g66160,1,0,0,0,0,0,0,1
At1g66220,0,0,0,1,0,0,0,0
At1g66350,0,1,1,0,0,0,0,1
At1g66370,0,0,0,0,0,0,0,1
At1g66390,0,0,0,0,1,0,1,0
At1g66400,0,0,0,0,0,0,1,1
At1g66480,0,0,0,0,0,0,1,0
At1g66500,1,1,0,1,0,0,1,1
At1g66510,0,0,0,1,0,0,0,0
At1g66540,0,0,0,0,0,0,1,0
At1g66550,0,0,0,0,0,0,1,0
At1g66690,0,0,0,0,1,0,0,0
At1g66760,0,1,0,0,0,0,0,1
At1g66780,0,0,0,0,0,0,1,0
At1g66830,0,0,0,0,1,1,0,0
At1g66850,0,0,0,0,0,0,1,0
At1g66880,0,0,0,0,1,0,1,0
At1g67060,0,0,0,0,0,0,1,1
At1g67220,0,0,0,1,0,0,0,0
At1g67300,0,0,0,0,1,1,0,1
At1g67310,0,0,0,1,0,0,1,0
At1g67340,1,0,0,0,0,0,0,0
At1g67360,0,0,0,1,1,1,0,0
At1g67370,0,0,0,1,0,0,0,0
At1g67440,0,0,0,1,0,0,0,0
At1g67470,1,0,0,0,0,0,1,1
At1g67520,0,0,0,0,1,0,1,0
At1g67530,0,0,0,0,0,0,0,1
At1g67800,0,0,0,0,1,0,1,0
At1g67810,0,0,0,0,1,0,1,0
At1g67850,0,0,0,0,0,0,1,1
At1g67880,0,0,0,0,0,0,0,1
At1g67920,0,0,0,0,1,1,1,1
At1g67970,1,1,0,0,1,0,1,0
At1g68020,0,0,1,0,0,0,0,0
At1g68050,1,0,0,0,0,0,0,0
At1g68110,0,0,0,1,0,1,0,0
At1g68140,0,0,0,1,0,0,0,0
At1g68290,0,0,0,0,0,0,0,1
At1g68300,0,0,0,1,0,0,0,0
At1g68330,0,0,0,0,1,0,1,1
At1g68340,0,0,0,0,0,0,1,1
At1g68410,0,0,0,0,0,0,1,0
At1g68470,0,0,0,0,0,1,0,0
At1g68490,1,0,0,1,0,0,0,0
At1g68500,0,0,0,1,1,1,0,1
At1g68550,0,0,0,1,0,0,0,0
At1g68585,0,0,0,1,0,0,0,0
At1g68600,0,1,0,0,0,1,0,0
At1g68620,0,0,0,0,1,0,1,0
At1g68690,0,1,0,0,0,0,1,1
At1g68760,0,0,0,0,0,0,0,1
At1g68765,0,0,0,0,0,0,1,0
At1g68930,0,0,0,1,0,0,0,0
At1g68990,0,0,0,1,0,0,1,0
At1g69040,1,0,0,0,0,0,0,0
At1g69070,0,0,0,0,0,0,1,0
At1g69260,0,1,0,0,1,1,0,1
At1g69270,0,1,0,0,1,1,1,0
At1g69295,0,0,0,1,0,0,0,0
At1g69360,0,1,0,0,1,0,0,1
At1g69370,0,1,0,0,0,0,0,1
At1g69430,0,0,0,0,0,0,0,1
At1g69440,0,0,0,0,1,0,0,0
At1g69450,0,0,0,0,1,1,0,0
At1g69480,0,0,0,0,1,1,0,0
At1g69490,0,0,0,0,1,0,0,0
At1g69500,0,0,0,0,0,0,1,0
At1g69530,0,0,0,1,0,0,0,0
At1g69570,1,0,0,0,0,0,0,0
At1g69580,0,0,0,0,0,0,0,1
At1g69610,0,0,0,0,1,1,0,0
At1g69750,0,0,0,0,0,0,1,0
At1g69790,0,1,0,0,1,0,1,1
At1g69840,0,0,0,0,1,0,1,1
At1g69870,0,0,0,0,1,0,0,1
At1g69890,1,1,0,0,1,0,1,1
At1g69920,0,0,0,0,1,0,1,0
At1g69930,0,0,0,0,1,0,1,0
At1g70000,0,0,0,0,0,0,1,0
At1g70090,1,0,0,1,0,0,0,0
At1g70130,0,0,0,0,0,0,0,1
At1g70140,0,0,0,0,0,0,0,1
At1g70180,0,0,0,1,0,0,0,0
At1g70210,0,0,0,1,0,0,0,0
At1g70270,0,0,0,1,0,0,0,0
At1g70300,0,0,0,1,1,1,0,0
At1g70420,1,0,0,0,1,1,0,0
At1g70520,0,0,0,0,0,0,1,0
At1g70530,0,0,0,0,0,0,1,0
At1g70590,0,0,0,1,0,0,0,1
At1g70700,0,1,0,0,0,0,0,1
At1g70740,0,0,0,0,0,0,0,1
At1g70790,0,0,0,0,0,0,0,1
At1g71000,0,0,0,1,0,0,0,0
At1g71050,0,0,0,1,0,0,0,0
At1g71080,0,0,0,0,0,1,0,1
At1g71100,0,0,0,0,0,0,1,0
At1g71170,0,0,0,1,0,0,0,0
At1g71260,0,0,0,1,0,0,0,0
At1g71330,0,0,0,0,0,0,1,0
At1g71340,0,0,0,0,0,1,0,0
At1g71400,0,0,0,0,0,0,1,0
At1g71530,0,0,0,0,0,0,1,0
At1g71697,0,1,0,0,1,0,1,1
At1g71790,0,0,0,1,0,0,0,0
At1g71850,0,0,0,1,0,0,1,0
At1g71960,0,1,0,0,1,1,0,0
At1g72090,0,0,0,1,0,0,0,0
At1g72140,0,0,0,0,0,0,0,1
At1g72180,0,0,0,0,0,0,0,1
At1g72200,0,0,0,0,1,0,0,0
At1g72240,0,0,0,0,0,0,1,0
At1g72260,0,0,0,0,0,0,1,0
At1g72280,0,1,0,0,1,0,1,1
At1g72450,0,1,0,0,0,0,1,1
At1g72470,0,0,0,0,0,0,0,1
At1g72520,1,1,0,0,1,0,1,1
At1g72540,0,0,0,0,0,0,1,0
At1g72660,0,1,0,1,0,0,0,0
At1g72750,0,0,0,1,0,0,0,0
At1g72770,0,0,0,0,1,1,0,0
At1g72800,0,0,0,1,0,0,0,0
At1g72840,0,0,0,0,0,0,1,0
At1g72900,0,0,0,0,1,0,1,1
At1g72920,0,0,0,0,1,0,1,1
At1g72940,0,0,0,0,1,0,1,1
At1g72950,1,0,0,0,0,0,1,1
At1g73010,0,0,0,0,1,1,0,0
At1g73040,0,0,0,1,1,1,0,0
At1g73070,1,1,0,1,0,0,0,0
At1g73080,0,1,0,0,0,0,1,1
At1g73130,0,0,0,1,0,0,0,0
At1g73240,0,0,0,1,0,0,0,0
At1g73250,0,0,0,1,0,0,0,0
At1g73310,0,0,0,1,0,0,0,0
At1g73390,0,1,0,0,1,1,0,0
At1g73400,0,0,0,0,1,0,0,0
At1g73480,1,1,0,1,1,1,0,1
At1g73500,0,0,0,0,1,0,1,1
At1g73510,0,1,0,0,0,0,0,0
At1g73540,1,0,0,0,0,0,1,1
At1g73590,0,1,0,0,0,0,0,0
At1g73630,1,0,0,0,0,0,1,0
At1g73680,0,0,0,0,1,0,0,0
At1g73690,0,0,0,1,0,0,0,0
At1g73740,0,0,0,1,0,0,0,0
At1g73750,0,1,0,1,0,0,0,0
At1g73800,0,1,0,0,1,0,1,1
At1g73805,0,1,0,0,1,0,1,1
At1g73880,0,1,0,0,0,0,0,0
At1g73910,0,0,0,1,0,0,0,0
At1g73920,0,1,0,0,0,0,0,0
At1g74000,0,0,0,0,0,0,0,1
At1g74010,0,0,0,0,0,0,0,1
At1g74080,0,0,0,0,0,0,1,0
At1g74100,0,0,0,0,1,0,1,1
At1g74230,0,0,0,1,0,0,0,0
At1g74240,0,0,0,1,0,0,0,0
At1g74300,0,0,0,0,0,0,1,0
At1g74310,0,0,0,1,0,0,0,0
At1g74320,0,0,0,1,0,0,0,0
At1g74330,0,0,0,0,0,0,0,1
At1g74350,0,0,0,0,0,0,1,0
At1g74360,0,0,0,0,1,0,1,1
At1g74380,0,0,0,0,0,0,0,1
At1g74420,0,0,0,0,0,0,0,1
At1g74430,0,1,0,0,0,0,0,1
At1g74440,0,0,0,0,1,0,1,1
At1g74450,1,1,0,1,0,0,1,1
At1g74490,0,0,0,0,0,0,1,1
At1g74590,0,0,0,0,0,0,1,0
At1g74650,0,0,0,0,1,0,0,0
At1g74710,0,0,0,0,0,0,1,0
At1g74750,0,0,0,0,0,0,1,0
At1g74870,0,0,0,0,0,0,1,0
At1g74890,1,0,0,0,0,0,0,0
At1g74930,0,1,0,0,0,0,0,1
At1g74950,0,1,0,0,0,0,0,1
At1g75020,0,0,0,0,0,0,1,0
At1g75030,0,0,0,0,1,0,1,0
At1g75040,0,0,0,0,1,0,0,0
At1g75050,0,0,0,0,0,0,1,0
At1g75170,0,0,0,0,1,0,0,0
At1g75230,0,0,0,0,0,0,0,1
At1g75300,0,1,0,0,0,0,0,0
At1g75390,0,0,0,1,0,0,0,0
At1g75400,0,0,0,0,1,1,0,0
At1g75440,0,0,0,0,0,0,1,0
At1g75450,0,0,0,0,0,0,0,1
At1g75470,0,1,0,0,0,0,0,0
At1g75670,0,0,0,1,0,0,1,0
At1g75710,0,0,0,0,0,1,0,0
At1g75750,0,0,0,1,0,0,0,0
At1g75770,0,0,0,1,0,0,0,0
At1g75800,0,1,0,0,0,0,0,0
At1g75860,1,1,0,1,0,0,0,1
At1g75890,0,0,0,1,0,0,0,0
At1g75900,0,0,0,0,1,1,0,0
At1g75960,0,0,0,0,0,0,0,1
At1g75980,0,0,0,1,0,0,0,0
At1g76040,0,1,0,0,1,0,1,1
At1g76070,0,0,0,0,0,0,1,1
At1g76160,0,0,0,0,0,0,0,1
At1g76180,0,1,0,0,1,1,0,1
At1g76210,0,0,0,0,0,0,1,0
At1g76300,0,0,0,1,0,0,0,0
At1g76360,1,1,0,0,1,0,1,1
At1g76390,0,0,0,0,0,0,0,1
At1g76405,0,0,0,1,0,0,0,0
At1g76470,0,0,0,0,1,0,1,0
At1g76530,0,0,0,1,0,0,0,0
At1g76550,0,0,0,0,0,0,1,0
At1g76560,0,0,0,0,0,0,1,0
At1g76570,0,0,0,0,0,0,1,0
At1g76580,0,0,0,0,0,0,0,1
At1g76590,0,1,0,1,1,0,0,1
At1g76600,0,0,0,0,0,0,1,1
At1g76620,0,1,0,0,0,1,0,0
At1g76650,1,1,0,0,1,0,1,1
At1g76660,0,0,1,0,0,0,0,0
At1g76790,0,1,0,0,1,0,0,1
At1g76800,0,0,0,1,0,0,0,0
At1g76860,0,0,0,1,0,0,0,0
At1g76960,0,0,0,0,1,0,0,0
At1g76970,0,1,0,0,1,0,1,1
At1g77000,0,0,0,1,1,1,0,0
At1g77050,0,0,0,1,0,0,1,0
At1g77120,0,0,0,0,0,1,0,0
At1g77200,0,0,0,0,0,1,0,0
At1g77210,0,0,1,0,1,0,0,0
At1g77280,0,0,0,0,1,1,0,0
At1g77380,0,0,0,0,0,0,0,1
At1g77390,0,0,0,0,0,0,0,1
At1g77410,0,0,0,1,0,0,0,0
At1g77420,0,1,0,0,0,0,0,1
At1g77440,0,0,0,1,0,0,0,0
At1g77450,0,1,0,0,1,1,1,1
At1g77480,0,0,0,1,0,0,0,0
At1g77500,1,0,0,0,0,0,1,1
At1g77510,0,0,0,0,0,0,1,0
At1g77570,0,0,0,0,0,0,1,0
At1g77640,0,0,0,0,0,0,0,1
At1g77680,0,1,0,0,1,1,0,0
At1g77840,0,0,0,0,0,0,1,0
At1g77900,0,0,0,0,0,0,1,0
At1g77960,0,0,0,0,0,0,1,0
At1g78070,1,1,0,0,1,1,0,1
At1g78080,0,1,0,1,0,0,0,0
At1g78110,0,0,1,0,0,0,0,0
At1g78150,0,0,0,1,0,0,0,0
At1g78170,0,0,0,1,0,1,0,0
At1g78210,0,1,0,0,0,0,0,0
At1g78240,0,0,0,0,0,0,0,1
At1g78260,0,0,0,1,0,0,0,0
At1g78280,0,0,0,0,0,0,0,1
At1g78310,0,0,0,1,0,0,0,0
At1g78410,0,0,0,0,1,0,1,0
At1g78420,0,0,0,1,0,0,1,0
At1g78440,1,0,0,0,0,1,1,0
At1g78490,0,1,0,0,0,0,0,0
At1g78510,0,0,0,0,0,0,1,0
At1g78600,1,0,0,1,0,0,1,0
At1g78610,0,0,0,1,1,1,0,0
At1g78660,0,1,0,0,0,0,0,1
At1g78670,0,0,0,0,0,1,0,0
At1g78680,0,1,0,0,1,1,0,0
At1g78860,0,0,0,0,1,0,0,0
At1g78895,0,0,0,0,0,0,1,0
At1g78930,0,0,0,1,0,0,0,0
At1g78990,0,1,0,0,0,0,0,0
At1g79140,0,0,0,0,0,0,1,0
At1g79150,0,0,0,0,0,0,1,0
At1g79160,0,0,0,1,0,0,0,0
At1g79270,0,0,0,0,1,1,1,0
At1g79310,0,0,0,0,0,0,0,1
At1g79430,0,0,0,1,0,0,0,0
At1g79450,0,0,0,0,1,0,0,0
At1g79490,0,0,0,0,0,0,1,0
At1g79520,0,0,0,0,1,1,0,0
At1g79550,0,0,0,1,0,0,0,0
At1g79670,0,0,0,0,0,0,1,0
At1g79680,0,0,0,0,1,0,1,0
At1g79820,0,0,0,1,0,0,0,0
At1g79900,0,0,0,0,1,0,0,0
At1g79920,0,0,0,1,0,0,0,0
At1g79970,0,0,0,0,0,1,0,0
At1g80110,0,1,0,0,1,1,0,0
At1g80130,0,0,0,0,1,1,1,1
At1g80180,0,0,0,1,0,0,0,0
At1g80245,0,0,0,1,0,0,0,0
At1g80270,0,0,0,0,0,0,1,0
At1g80320,0,0,0,1,0,0,0,0
At1g80450,1,0,0,0,0,0,1,0
At1g80480,0,0,0,1,0,0,0,0
At1g80530,0,1,0,0,1,0,0,0
At1g80610,0,0,0,0,0,0,1,0
At1g80660,0,0,0,1,0,0,0,0
At1g80670,0,0,0,1,0,0,0,0
At1g80720,0,0,0,0,0,0,1,0
At1g80820,0,1,0,0,1,1,1,1
At1g80840,1,0,0,0,0,0,1,1
At2g01100,0,0,0,1,0,0,0,0
At2g01150,1,1,0,1,1,1,0,1
At2g01180,0,0,0,0,1,0,1,1
At2g01190,0,0,1,0,0,0,0,0
At2g01290,0,0,0,0,0,0,1,0
At2g01300,0,0,0,0,0,0,0,1
At2g01450,0,0,0,0,0,0,1,1
At2g01650,0,0,0,0,0,0,1,0
At2g01670,0,0,0,0,0,0,0,1
At2g01740,0,0,0,1,0,0,0,0
At2g02010,0,0,0,0,1,0,1,0
At2g02090,0,0,0,0,0,0,1,0
At2g02100,1,0,0,0,0,0,0,0
At2g02120,1,0,0,0,0,0,0,0
At2g02220,0,0,0,0,0,0,1,0
At2g02350,0,0,0,1,0,0,0,0
At2g02370,0,0,0,0,0,0,1,0
At2g02390,0,0,0,0,1,0,0,0
At2g02400,0,0,0,0,0,0,1,0
At2g02450,1,0,0,0,0,0,0,0
At2g02750,0,0,0,1,0,0,0,0
At2g02760,0,0,0,1,0,0,0,0
At2g02810,0,0,0,1,0,0,0,0
At2g02860,0,0,0,0,0,0,1,1
At2g02990,0,1,0,0,1,0,0,1
At2g03020,1,0,0,0,1,0,0,0
At2g03090,0,1,0,1,1,1,1,0
At2g03240,0,0,0,0,0,0,0,1
At2g03410,0,0,0,0,0,0,1,0
At2g03500,1,1,0,0,0,0,0,0
At2g03530,0,0,0,0,0,0,1,0
At2g03540,1,0,0,0,1,0,1,0
At2g03760,0,0,0,1,1,0,1,0
At2g03850,1,0,0,0,0,0,0,0
At2g03890,0,0,0,1,0,0,0,0
At2g04030,0,0,0,1,0,0,0,0
At2g04032,1,1,0,1,0,0,0,0
At2g04040,0,0,0,0,0,0,1,0
At2g04050,0,0,0,0,0,0,1,0
At2g04070,0,0,0,0,0,0,1,0
At2g04080,0,1,0,0,0,0,1,0
At2g04100,0,0,0,0,1,0,0,0
At2g04240,0,0,0,0,1,1,0,0
At2g04270,0,0,1,0,0,0,0,0
At2g04350,0,0,0,0,1,1,0,0
At2g04400,0,0,0,0,1,0,1,1
At2g04430,0,0,0,0,0,0,1,1
At2g04450,0,0,0,0,0,0,1,0
At2g04850,0,0,0,0,0,1,0,0
At2g05260,0,0,0,0,0,0,0,1
At2g05590,0,0,0,1,0,0,0,0
At2g05940,1,0,0,0,0,0,1,1
At2g06040,0,0,0,1,0,0,0,0
At2g06050,0,1,0,0,1,0,1,1
At2g06310,1,0,0,0,0,0,0,0
At2g06530,0,0,0,0,0,0,1,1
At2g07672,0,0,0,1,0,0,0,0
At2g07675,0,0,0,1,0,0,0,0
At2g07676,0,0,0,1,0,0,0,0
At2g07677,0,0,0,1,0,0,0,0
At2g07681,0,0,0,1,0,0,0,0
At2g07687,0,0,0,1,0,0,0,0
At2g07693,0,0,0,1,0,0,0,0
At2g07695,0,0,0,1,0,0,0,0
At2g07696,0,0,0,1,0,0,0,0
At2g07698,0,0,0,1,0,0,0,0
At2g07701,0,0,0,1,0,0,0,0
At2g07702,0,0,0,1,0,0,0,0
At2g07705,0,0,0,1,0,0,0,0
At2g07706,0,0,0,1,0,0,0,0
At2g07707,0,0,0,1,0,0,0,0
At2g07713,0,0,0,1,0,0,0,0
At2g07715,0,0,0,1,0,0,0,0
At2g07718,0,0,0,1,0,0,0,0
At2g07719,0,0,0,1,1,0,0,0
At2g07721,0,0,0,1,0,0,0,0
At2g07722,0,0,0,1,0,0,0,0
At2g07725,0,0,0,1,0,0,0,0
At2g07727,0,0,0,1,0,0,0,0
At2g07728,0,0,0,1,0,0,0,0
At2g07734,0,0,0,1,0,0,0,0
At2g07736,0,0,0,1,0,0,0,0
At2g07739,0,0,0,1,0,0,0,0
At2g07741,0,0,0,1,0,0,0,0
At2g07750,0,0,0,1,0,0,1,0
