,0,LPS,chitin,elf,flg,nlp,OGs,pep
0,AT1G03300,0,1,0,1,1,1,1
1,AT1G03440,0,1,0,0,0,1,0
2,AT1G04610,0,0,0,1,0,0,0
3,AT1G05280,0,0,0,1,0,0,0
4,AT1G05420,0,0,1,1,1,1,1
5,AT1G05690,0,0,1,0,0,0,0
6,AT1G05880,1,0,0,0,0,0,0
7,AT1G06120,1,0,0,0,0,0,0
8,AT1G06160,0,1,1,1,1,1,1
9,AT1G06330,0,0,0,0,0,0,1
10,AT1G06645,0,1,1,0,0,1,0
11,AT1G06980,0,1,1,0,0,1,0
12,AT1G07090,0,0,0,0,0,1,1
13,AT1G07280,0,0,0,0,0,1,0
14,AT1G07290,0,0,0,1,0,0,1
15,AT1G07710,0,0,0,0,0,0,1
16,AT1G08250,0,0,0,1,0,0,0
17,AT1G08400,0,0,0,1,0,0,0
18,AT1G08590,0,0,0,1,0,0,0
19,AT1G08650,0,0,1,1,0,0,0
20,AT1G09220,0,0,0,1,0,0,0
21,AT1G09240,1,0,0,0,0,0,0
22,AT1G09350,0,0,0,0,0,1,0
23,AT1G10020,1,1,0,0,1,1,1
24,AT1G10330,0,0,0,0,0,1,0
25,AT1G10530,0,0,0,0,0,0,1
26,AT1G10550,0,0,0,0,0,0,1
27,AT1G10585,1,0,0,0,0,0,0
28,AT1G10640,0,0,0,1,0,0,0
29,AT1G10690,0,0,0,1,0,0,0
30,AT1G11440,0,0,0,0,0,1,0
31,AT1G11710,0,0,1,1,0,0,1
32,AT1G12020,0,0,1,1,0,1,1
33,AT1G12100,0,1,0,0,0,0,0
34,AT1G12300,0,0,0,0,0,1,0
35,AT1G12320,0,0,0,0,0,0,1
36,AT1G12330,0,0,1,0,1,1,1
37,AT1G12480,0,0,0,0,0,0,1
38,AT1G12620,0,0,1,1,0,0,0
39,AT1G12700,0,0,0,0,0,1,0
40,AT1G12710,0,1,1,1,0,1,1
41,AT1G12740,0,0,0,0,0,1,0
42,AT1G12805,0,0,0,1,0,0,0
43,AT1G12820,0,1,1,1,0,1,1
44,AT1G13250,0,0,1,0,0,1,0
45,AT1G13300,0,0,0,1,0,0,0
46,AT1G13360,0,0,0,1,0,0,0
47,AT1G13940,0,0,1,0,0,1,0
48,AT1G14280,0,0,1,1,1,1,1
49,AT1G14920,0,0,1,1,1,1,1
50,AT1G15260,0,0,1,0,1,1,0
51,AT1G15460,0,0,0,1,0,0,0
52,AT1G15550,0,0,1,1,1,1,1
53,AT1G15670,0,1,0,0,0,1,0
54,AT1G15825,0,0,0,0,1,1,1
55,AT1G15830,1,1,1,1,0,1,1
56,AT1G15990,0,0,0,0,0,0,1
57,AT1G16030,0,0,1,0,0,1,1
58,AT1G16390,0,0,0,0,0,1,0
59,AT1G16400,0,0,0,1,0,0,0
60,AT1G16750,0,0,1,0,0,0,0
61,AT1G17345,0,0,0,0,0,0,1
62,AT1G17700,0,0,0,1,0,0,0
63,AT1G18000,0,0,0,0,0,1,0
64,AT1G18010,0,0,0,0,0,1,0
65,AT1G18330,1,1,1,0,1,1,0
66,AT1G18810,0,1,1,0,0,1,0
67,AT1G19250,1,0,0,0,0,0,0
68,AT1G19397,0,1,0,1,0,0,0
69,AT1G19480,0,0,1,0,0,0,0
70,AT1G19490,0,0,0,0,1,1,0
71,AT1G19620,0,0,0,0,0,1,1
72,AT1G19900,0,0,0,1,0,1,0
73,AT1G20870,0,0,0,0,0,1,0
74,AT1G21460,0,1,1,0,1,0,1
75,AT1G21920,0,0,0,1,0,0,0
76,AT1G22110,1,0,1,1,1,1,1
77,AT1G22340,0,0,0,1,0,1,1
78,AT1G22380,1,0,0,0,0,1,1
79,AT1G22640,0,0,1,0,0,0,1
80,AT1G23390,1,1,0,1,0,1,0
81,AT1G23540,0,0,0,0,0,0,1
82,AT1G25440,1,1,1,1,1,1,1
83,AT1G26208,0,0,1,0,0,1,1
84,AT1G26210,0,0,1,0,0,0,1
85,AT1G26250,0,0,0,1,0,0,0
86,AT1G26390,1,0,0,0,0,0,0
87,AT1G26761,0,0,1,0,0,1,0
88,AT1G26762,0,0,0,1,0,0,0
89,AT1G26770,0,0,0,0,0,1,0
90,AT1G26800,0,1,0,0,0,0,0
91,AT1G26920,0,1,1,1,1,1,1
92,AT1G27210,0,0,0,0,0,1,0
93,AT1G27740,0,1,0,0,0,0,0
94,AT1G28000,0,0,0,1,0,0,0
95,AT1G28130,0,0,0,1,0,1,0
96,AT1G28260,0,0,0,0,0,1,0
97,AT1G28310,0,1,1,1,0,1,1
98,AT1G28660,0,0,0,0,0,0,1
99,AT1G29160,0,0,0,0,0,0,1
100,AT1G29400,0,1,0,0,0,1,0
101,AT1G29430,0,0,1,1,1,1,0
102,AT1G29440,0,0,0,0,1,0,0
103,AT1G29450,0,0,1,0,1,1,0
104,AT1G29460,0,0,1,1,0,1,1
105,AT1G29500,0,0,0,0,1,1,0
106,AT1G29510,0,0,0,1,0,0,0
107,AT1G29600,0,0,0,0,0,1,0
108,AT1G30160,0,0,1,0,0,0,0
109,AT1G31050,0,0,0,1,0,0,0
110,AT1G31173,1,1,1,1,1,1,1
111,AT1G31280,0,0,1,0,0,0,0
112,AT1G31320,0,0,0,0,0,0,1
113,AT1G31770,0,0,0,1,0,0,0
114,AT1G32385,0,0,0,0,0,0,1
115,AT1G32450,0,0,0,1,0,1,0
116,AT1G32560,0,1,0,0,0,0,0
117,AT1G33055,1,1,0,0,0,0,0
118,AT1G34044,0,0,1,0,0,0,0
119,AT1G34245,0,0,1,0,0,0,1
120,AT1G34330,0,0,0,0,0,0,1
121,AT1G35180,0,0,0,0,0,1,0
122,AT1G35660,0,0,0,0,0,1,0
123,AT1G43020,0,0,0,1,0,0,0
124,AT1G43800,0,1,1,1,0,1,0
125,AT1G44446,0,0,1,0,0,0,0
126,AT1G44608,0,0,0,1,0,1,0
127,AT1G45616,1,0,1,1,1,1,1
128,AT1G46554,0,1,0,0,0,0,1
129,AT1G47440,0,0,0,1,0,0,0
130,AT1G48670,0,0,0,1,0,0,0
131,AT1G48745,0,0,1,0,0,0,0
132,AT1G49130,1,1,1,0,1,1,0
133,AT1G49200,0,1,1,1,1,1,1
134,AT1G49370,0,1,1,1,1,1,1
135,AT1G49470,0,0,0,1,0,1,0
136,AT1G49620,0,0,0,0,0,0,1
137,AT1G49640,0,0,1,1,1,0,0
138,AT1G50040,0,0,1,1,0,1,0
139,AT1G50190,0,0,1,0,0,0,0
140,AT1G50280,0,0,1,1,1,1,1
141,AT1G50420,0,1,1,1,0,1,1
142,AT1G50830,0,0,0,1,0,0,0
143,AT1G51170,0,0,0,1,0,1,1
144,AT1G51190,0,0,0,1,0,0,0
145,AT1G51550,0,0,1,1,0,0,1
146,AT1G52750,0,0,0,1,0,1,1
147,AT1G52820,0,1,0,1,0,0,0
148,AT1G52855,0,0,0,0,0,1,0
149,AT1G52880,0,1,1,1,0,1,1
150,AT1G52890,1,0,0,0,0,0,0
151,AT1G53233,0,0,0,0,0,0,1
152,AT1G53340,0,0,0,0,0,1,1
153,AT1G53700,0,0,0,1,0,1,0
154,AT1G53708,1,0,0,0,0,0,1
155,AT1G53830,0,0,0,1,0,1,0
156,AT1G53885,0,1,0,0,0,0,0
157,AT1G53903,0,1,0,0,0,0,0
158,AT1G55380,0,0,0,0,0,0,1
159,AT1G56020,0,0,0,1,0,1,1
160,AT1G56490,0,0,0,0,0,0,1
161,AT1G57560,0,0,0,1,0,0,0
162,AT1G58150,0,0,0,0,0,0,1
163,AT1G60060,0,0,0,0,0,1,0
164,AT1G60095,0,0,1,1,0,0,0
165,AT1G60460,0,1,0,0,0,0,0
166,AT1G60505,0,0,0,1,0,0,0
167,AT1G60525,0,0,1,0,0,0,0
168,AT1G60590,0,0,1,1,0,1,0
169,AT1G61050,0,0,0,1,0,1,0
170,AT1G61740,0,0,1,0,0,1,0
171,AT1G61840,0,0,0,0,0,1,0
172,AT1G61930,0,0,0,0,0,0,1
173,AT1G62030,0,0,1,1,0,1,1
174,AT1G62050,0,0,0,0,0,1,0
175,AT1G62120,0,0,0,0,0,0,1
176,AT1G62410,1,0,0,0,0,0,0
177,AT1G62490,0,0,1,0,0,0,0
178,AT1G62520,0,1,1,1,0,0,0
179,AT1G62620,0,1,0,0,0,0,0
180,AT1G62680,0,0,0,1,0,1,0
181,AT1G62975,0,1,0,0,0,0,1
182,AT1G63090,1,0,0,0,0,0,0
183,AT1G63340,0,1,0,0,0,0,0
184,AT1G63600,0,1,0,0,0,0,0
185,AT1G64780,0,0,0,1,0,1,0
186,AT1G64910,0,0,0,0,0,1,0
187,AT1G65180,0,1,0,0,0,1,0
188,AT1G66140,0,0,0,0,0,1,0
189,AT1G66230,0,1,0,0,0,0,0
190,AT1G66440,0,0,0,1,0,0,0
191,AT1G66783,0,0,0,1,0,0,0
192,AT1G67100,0,1,1,0,1,0,0
193,AT1G67265,0,1,1,1,0,1,1
194,AT1G67610,0,0,0,0,0,1,0
195,AT1G67645,0,0,0,0,0,1,0
196,AT1G67900,0,0,0,0,0,1,0
197,AT1G68130,0,0,1,1,0,1,0
198,AT1G68190,0,1,0,0,0,0,0
199,AT1G68460,0,0,0,1,0,0,0
200,AT1G68500,0,1,0,0,0,0,1
201,AT1G68520,1,1,1,1,1,1,1
202,AT1G68780,0,0,1,0,0,0,0
203,AT1G68795,0,0,0,1,0,0,0
204,AT1G69160,0,1,1,0,0,1,1
205,AT1G69240,0,0,0,1,0,0,0
206,AT1G69530,0,0,0,0,0,1,0
207,AT1G69570,0,0,1,0,0,0,1
208,AT1G69760,0,0,1,1,1,1,1
209,AT1G70230,0,0,0,0,0,1,0
210,AT1G70290,0,1,0,0,0,0,0
211,AT1G70860,0,1,0,0,0,1,0
212,AT1G71000,0,0,0,0,0,1,0
213,AT1G71970,0,1,1,1,1,1,1
214,AT1G72180,0,0,0,0,0,1,0
215,AT1G72200,0,0,0,1,0,1,0
216,AT1G72310,0,0,0,1,0,0,0
217,AT1G72600,0,0,0,0,0,0,1
218,AT1G72645,0,1,1,1,1,0,1
219,AT1G72890,0,0,0,0,0,1,0
220,AT1G73360,0,0,0,0,0,1,1
221,AT1G73830,0,0,1,0,1,1,1
222,AT1G74120,0,0,1,0,0,0,0
223,AT1G74875,0,1,0,0,0,0,0
224,AT1G74940,0,1,1,1,1,1,1
225,AT1G75140,0,0,1,0,0,1,0
226,AT1G75163,0,0,1,0,0,0,0
227,AT1G75380,0,1,0,0,0,0,0
228,AT1G75580,0,1,1,1,1,1,1
229,AT1G75590,0,0,0,0,0,1,0
230,AT1G75710,0,0,1,0,1,1,1
231,AT1G75770,0,0,0,0,1,1,1
232,AT1G75960,0,1,1,1,1,1,1
233,AT1G76220,0,0,0,1,0,0,0
234,AT1G76870,0,0,1,0,0,0,1
235,AT1G76890,0,0,0,0,0,1,1
236,AT1G77145,0,1,0,0,0,0,0
237,AT1G77200,0,0,0,0,0,1,0
238,AT1G77230,0,0,1,0,0,0,0
239,AT1G77680,0,0,1,1,0,1,0
240,AT1G78090,0,0,0,1,0,0,0
241,AT1G78100,0,0,0,1,0,0,0
242,AT1G78170,0,0,1,1,0,1,0
243,AT1G78270,0,0,0,0,0,1,0
244,AT1G78450,0,1,1,0,0,1,1
245,AT1G78480,0,1,0,0,0,0,0
246,AT1G79060,0,1,1,1,0,1,0
247,AT1G79110,0,1,1,1,1,1,1
248,AT1G79770,0,1,0,0,0,1,1
249,AT1G80080,0,0,1,1,1,0,1
250,AT1G80730,0,0,0,1,0,0,0
251,AT2G01505,0,0,0,0,0,0,1
252,AT2G01940,0,0,0,0,0,1,0
253,AT2G02540,0,0,0,1,0,1,0
254,AT2G02620,0,0,0,1,0,0,0
255,AT2G02640,0,0,0,1,0,0,0
256,AT2G02690,0,0,0,1,0,0,0
257,AT2G02950,0,1,1,1,1,1,1
258,AT2G02955,0,0,0,0,0,1,0
259,AT2G03370,0,0,0,1,0,0,0
260,AT2G03890,0,1,1,1,1,1,1
261,AT2G04240,0,0,1,1,0,1,1
262,AT2G04480,0,0,0,0,0,0,1
263,AT2G04560,0,0,1,1,0,0,0
264,AT2G04680,0,0,0,0,0,1,0
265,AT2G05300,0,0,1,1,0,0,0
266,AT2G05530,0,1,0,0,0,0,0
267,AT2G07140,0,0,1,0,0,0,0
268,AT2G09970,0,0,1,0,0,0,0
269,AT2G10975,0,1,0,0,0,0,0
270,AT2G12461,0,1,0,0,0,0,0
271,AT2G13128,0,0,1,0,0,0,0
272,AT2G13910,0,0,0,1,0,0,0
273,AT2G14560,0,0,0,1,0,0,0
274,AT2G15880,0,1,0,0,0,0,0
275,AT2G17070,0,0,0,1,0,0,0
276,AT2G17230,1,0,0,0,1,1,1
277,AT2G17845,0,1,1,0,0,0,0
278,AT2G17850,1,0,0,0,0,0,0
279,AT2G18300,1,1,1,1,1,1,1
280,AT2G18440,0,0,0,1,0,0,0
281,AT2G18560,0,0,1,1,0,0,0
282,AT2G18800,0,0,0,1,0,0,0
283,AT2G18860,0,0,0,0,0,0,1
284,AT2G18890,0,1,0,0,0,1,1
285,AT2G18980,0,0,0,1,0,0,0
286,AT2G19660,0,0,0,1,0,0,0
287,AT2G19780,0,0,0,1,0,0,0
288,AT2G20080,0,0,0,1,0,1,0
289,AT2G20180,0,1,1,1,0,1,1
290,AT2G20250,0,0,0,0,0,0,1
291,AT2G20875,0,0,0,0,0,0,1
292,AT2G21210,0,1,1,1,1,1,1
293,AT2G21560,0,0,0,1,0,0,0
294,AT2G22770,0,1,0,0,0,0,0
295,AT2G22840,0,0,0,1,0,0,0
296,AT2G22930,0,0,0,1,0,1,0
297,AT2G23130,0,0,0,0,1,0,1
298,AT2G23180,0,0,1,0,0,0,1
299,AT2G23290,0,0,0,0,0,1,0
300,AT2G23755,0,0,0,1,0,0,0
301,AT2G24800,0,0,0,1,0,0,0
302,AT2G25090,0,1,0,0,0,0,0
303,AT2G25160,0,0,0,1,0,0,0
304,AT2G25200,0,1,0,0,0,0,0
305,AT2G25680,0,0,0,1,0,0,0
306,AT2G25900,0,1,0,0,0,0,0
307,AT2G26110,0,0,0,1,0,1,0
308,AT2G26211,0,0,1,1,0,0,0
309,AT2G26710,0,0,0,0,0,1,0
310,AT2G27010,0,0,0,1,0,0,0
311,AT2G27770,0,0,1,0,0,1,0
312,AT2G27820,0,0,1,1,0,1,1
313,AT2G28040,0,0,1,0,0,0,0
314,AT2G28110,0,0,0,1,0,1,0
315,AT2G28120,1,0,1,1,0,1,0
316,AT2G28200,0,1,0,1,0,1,1
317,AT2G28550,0,0,0,0,0,1,1
318,AT2G28690,0,0,0,0,0,1,1
319,AT2G28870,0,0,0,0,0,0,1
320,AT2G29090,0,0,0,0,0,0,1
321,AT2G29660,0,0,0,1,0,0,0
322,AT2G29870,0,0,1,0,0,0,0
323,AT2G30070,0,0,1,0,0,0,0
324,AT2G30230,0,0,1,1,0,0,0
325,AT2G30424,0,0,0,0,0,0,1
326,AT2G30520,0,0,0,0,0,1,0
327,AT2G30790,0,0,1,0,0,0,0
328,AT2G31082,0,0,0,0,0,0,1
329,AT2G31160,0,0,0,0,0,1,0
330,AT2G31180,0,0,0,1,0,0,1
331,AT2G31560,0,0,0,1,0,0,0
332,AT2G32100,1,1,1,1,1,1,1
333,AT2G32390,0,0,0,0,0,1,0
334,AT2G32510,0,0,0,0,0,0,1
335,AT2G33060,0,0,0,1,0,0,0
336,AT2G33320,0,0,0,1,0,0,0
337,AT2G33380,0,1,0,0,0,0,0
338,AT2G34010,0,1,1,1,1,1,1
339,AT2G34340,0,0,0,0,0,0,1
340,AT2G34390,0,0,1,0,1,0,0
341,AT2G34490,0,0,0,0,0,1,0
342,AT2G34600,0,0,0,1,0,0,0
343,AT2G35075,0,0,1,1,0,1,1
344,AT2G35140,0,0,0,0,0,0,1
345,AT2G35470,0,1,1,0,0,0,1
346,AT2G35700,0,0,1,0,0,0,1
347,AT2G36026,0,0,0,1,0,0,1
348,AT2G36050,1,1,1,1,1,1,1
349,AT2G36090,0,0,0,1,0,1,1
350,AT2G36400,0,0,0,0,0,1,0
351,AT2G36540,0,0,1,0,0,0,0
352,AT2G36750,0,0,1,0,1,1,1
353,AT2G37035,0,0,0,1,0,0,0
354,AT2G37300,0,0,0,0,0,0,1
355,AT2G37380,0,0,1,0,0,1,1
356,AT2G37700,0,0,0,0,0,1,0
357,AT2G37960,0,0,0,1,0,1,0
358,AT2G38180,0,1,1,1,1,1,1
359,AT2G38300,0,0,0,0,0,0,1
360,AT2G38420,0,0,1,0,0,0,0
361,AT2G38940,0,0,0,1,0,0,0
362,AT2G39370,0,0,0,1,0,0,0
363,AT2G39980,0,0,0,0,0,0,1
364,AT2G40200,0,0,1,1,0,1,0
365,AT2G40230,0,0,0,1,0,1,1
366,AT2G40330,0,0,1,1,0,0,1
367,AT2G40370,0,0,0,1,0,0,0
368,AT2G40475,0,0,1,0,1,1,1
369,AT2G40610,0,0,1,0,0,1,0
370,AT2G40900,0,0,0,1,0,0,1
371,AT2G41230,0,0,0,0,0,0,1
372,AT2G41310,0,0,0,1,0,1,1
373,AT2G41940,0,0,1,0,1,1,1
374,AT2G42170,0,0,1,1,0,0,0
375,AT2G42200,0,0,0,0,0,1,0
376,AT2G42280,0,1,1,1,0,1,1
377,AT2G42290,0,0,1,0,0,0,0
378,AT2G42370,0,0,1,0,0,0,0
379,AT2G42380,1,0,1,0,0,1,1
380,AT2G42620,0,1,1,1,1,1,1
381,AT2G42850,0,1,0,1,0,1,1
382,AT2G42870,0,0,0,0,0,1,1
383,AT2G42955,0,0,1,0,0,0,0
384,AT2G43340,0,0,0,0,0,0,1
385,AT2G43375,0,0,0,1,1,0,0
386,AT2G43440,0,0,0,0,1,0,1
387,AT2G43445,0,0,1,0,0,0,0
388,AT2G43840,0,0,0,0,0,0,1
389,AT2G43870,0,0,0,0,0,0,1
390,AT2G43880,0,0,0,0,0,0,1
391,AT2G44630,0,0,1,0,0,0,0
392,AT2G44700,0,0,1,0,0,0,0
393,AT2G44740,0,1,0,1,0,1,1
394,AT2G44940,0,0,1,1,0,0,1
395,AT2G45210,0,0,0,1,0,1,1
396,AT2G45340,0,0,0,0,0,1,0
397,AT2G45350,0,0,1,0,0,1,0
398,AT2G45430,0,0,0,1,0,0,0
399,AT2G45600,0,1,0,0,0,0,0
400,AT2G46240,0,0,1,0,0,1,0
401,AT2G46660,0,0,1,0,0,1,0
402,AT2G46670,0,0,0,0,0,0,1
403,AT2G46690,0,0,0,1,0,1,1
404,AT2G46790,0,0,0,1,0,0,1
405,AT2G46860,0,0,0,0,0,0,1
406,AT2G47440,1,1,0,1,1,1,1
407,AT2G48075,0,0,0,0,1,0,1
408,AT3G01142,0,0,1,0,0,0,0
409,AT3G02170,0,0,0,0,0,1,1
410,AT3G02210,0,0,0,0,0,1,0
411,AT3G02380,0,0,0,0,0,0,1
412,AT3G02390,0,1,0,0,0,0,0
